room,idx,original,translation,comments
170,1,"You can see that the island is really quite small. The foliage is remarkable, though. Plants and flowers have overgrown it, some growing very large in contrast to the tiny island.","אתה יכול לראות שהאי קטן למדי. בכל אופן הצמחייה מיוחדת. צמחים ופרחים מכסים אותו לגמרי, חלקם גדלו למימדים עצומים בניגוד לאי הזעיר.",
170,2,"You are captivated by the beauty of the beach. The dazzling, rainbowlike ocean washes upon it. The blue sand sparkles like finely ground sapphires!",אתה מוקסם מיופיו של החוף. הים המסנוור הדומה לקשת בענן שוטף אותו. החול הכחול נוצץ כמו אבני ספיר טחונים דק!,
170,3,The water is much too turbulent for swimming. If you were to try you would almost certainly drown.,המים סוערים מדי לשחייה. אם תנסה כמעט בוודאות תטבע.,
170,4,"The trees on this small island are tall, with spreading branches and huge fanlike leaves.","העצים על האי הקטן הזה גבוהים, עם ענפים מתפשטים ועלים ענקיים דמויי מניפה.",
170,5,"The island is completely overgrown with foliage. Huge leaves, flowers, and clinging vines are everywhere.","האי מכוסה לחלוטין בצמחייה. עלים ענקיים, פרחים וגפנים נאחזות בכל מקום.",
170,6,The brilliant flowers are as big as you are!,הפרחים הזוהרים גדולים כמוך!,
170,7,The rocks on this island appear to contain large amounts of quartz.,נראה שהסלעים על האי הזה מכילים כמויות גדולות של קוורץ.,
170,8,The trees are too difficult to climb because of their enormous size.,קשה מדי לטפס על העצים בגלל גודלם העצום.,
170,9,The flowers are too large to carry around with you.,הפרחים גדולים מדי שתוכל לסחוב אותם.,
170,10,The sweet aroma of the huge flowers permeates the air.,הארומה המתוקה של הפרחים הענקיים חודרת באוויר.,
170,11,You catch nothing.,אתה לא תופס כלום.,
170,12,The sky above this crazy world is a gorgeous pink. Where am I? you wonder.,השמיים מעל העולם המשוגע הזה ורודים מהממים. איפה אני? אתה תוהה.,
170,13,YECCHHH!! You cough and choke from the briny water of the ocean.,יאק!! אתה משתעל ונחנק ממי הים המלוחים של הים.,
170,14,You have no need to carry water.,אין לך צורך לקחת מים.,
170,15,You need to be a little closer to drink the water.,אתה צריך להתקרב קצת כדי לשתות את המים.,
170,16,The water is too turbulent to swim in. You have just drowned.,המים סוערים מדי לשחייה. זה עתה טבעת.,
170,17,A glint of metal catches your eye. You look toward the direction of the glint and see an amulet lying on the ground!,ברק של מתכת תופס את עינך. אתה מביט לכיוון הברק ורואה קמע מוטל על הקרקע!,
170,18,The small island offshore has only a few bushes and one large tree growing on it.,לאי הקטן מהחוף יש רק כמה שיחים ועץ גדול אחד הגדל עליו.,
180,1,_,_,
180,2,>,<,
180,3,KQ2,KQ2,
180,4,Welcome to King's Quest II,ברוכים הבאים למסע המלך השני,
