חדר,אינדקס,מקור,תרגום,הערות
34,43,"""I hate to think,"" the distraught mother hen replies. ""I just heard them peeping as they were carried off.""","""אני שונאת לחשוב"", עונה האם התרנגולת המוטרדת. ""רק שמעתי אותם מצייצים כשהם נלקחו"".",
35,1,"You have flown through the hole at the base of the tree and are now inside the hollow trunk. You see a rope leading up into a small hole above you.  This area is cramped and confining, even for a fly.","עפת דרך החור בבסיס העץ ועכשיו אתה בתוך הגזע החלול. אתה רואה חבל שמוביל לחור קטן מעליך. אזור זה צפוף ומגביל, אפילו עבור זבוב.",
35,2,You hope you'll be able to fit inside the tree in your normal form.,אתה מקווה שתצליח להתאים בתוך העץ בצורה הרגילה שלך.,
35,3,,,
35,4,,,
35,5,"Obviously, your hopes were ill-founded. Too late, you realize you are inside a tree, and... the results are too gruesome to discuss.","הרי זה מובן, שתקוותיך חסרות שחר. מאוחר מדי, אתה מבין שאתה בתוך עץ, ו... התוצאות מבעיתות מכדי לדון בהן.",
35,6,,,
36,1,"The Oracle remains silent for a long time. Finally, you hear a hollow voice that seems to come from far away, ""I've been waiting for you a long time, Gwydion. I have sorrowful news for you.""","האורקל נשאר דומם במשך זמן רב. לבסוף, אתה שומע קול חלול שנראה כאילו מגיע ממרחקים, ""חיכיתי לך הרבה זמן, גווידיון. יש לי חדשות מצערות בשבילך.""",
36,2,"""Years ago, a terrible three-headed dragon invaded Daventry, and keeps the people in a state of terror. This monster requires, once a year, the sacrifice of a young maiden.""","""לפני שנים, דרקון נורא בעל שלושה ראשים פלש לדוונטרי, ומהווה אימה מתמדת על האנשים. המפלצת הזו דורשת, פעם בשנה, הקרבה של עלמה צעירה"".",
36,3,"""Sadly, your own sister, Princess Rosella, is the chosen one this year. Time is running out for her, your parents, and Daventry.""","""למרבה הצער, אחותך, הנסיכה רוזלה, היא זו שנבחרה השנה. הזמן אוזל עבורה, עבור הוריך ועבור דוונטרי.""",
36,4,"Silence again...then, ""Behold the crystal ball!"" Within the ball, the medley of colors swirl together to form a vision of a dragon with three hideous heads. Then, the image changes to reveal a beautiful blond girl, crying. Your heart goes out to her.","שוב דממה... ואז, ""התבונן בכדור הבדולח!"" בתוך הכדור, מערבולת צבעים מתערבלת יחד ויוצרת חזון של דרקון עם שלושה ראשים נוראים. לאחר מכן, התמונה משתנה וחושפת בחורה בלונדינית יפהפיה, בוכה. לבך יוצא אליה.",
36,5,"""You, Gwydion,"" the hollow voice continues, ""are the only one who can save them. But, you must hurry! I have something to give you...a small stone of amber. Use it wisely, my friend.""","""אתה, גווידיון,"" ממשיך הקול החלול, ""אתה היחיד שיכול להציל אותם. אבל, אתה חייב למהר! יש לי משהו לתת לך... אבן ענבר קטנה. השתמש בה בחוכמה, ידידי.""",
36,6,"The Oracle grows silent again, and seems to fall into a deep sleep. You attempt to thank the Oracle, but the Oracle does not respond.","האורקל משתתק שוב, ונראה שהוא נכנס לשינה עמוקה. אתה מנסה להודות לאורקל, אבל האורקל לא מגיב.",
36,7,"You have entered the cave of the Oracle, whose image shimmers indistinctly above a crystal ball.","נכנסת למערת האורקל, שדמותו מנצנצת בצורה לא ברורה מעל כדור בדולח.",
36,8,The Oracle is in a deep state of meditation. You are not heard.,האורקל נמצא במצב עמוק של מדיטציה. אינך נשמע.,
36,9,"The Oracle`s image is vague and indistinct, and seems to shimmer slightly as he (she, it?) hovers over a large crystal ball. The Oracle gazes intently into it.","דמותו של האורקל מעורפלת ולא ברורה, ונראה שהיא מנצנצת מעט כשהוא (או היא?) מרחף מעל כדור בדולח גדול. האורקל מביט בו באופן ממוקד.",
36,10,"The clear, polished ball of crystal rests upon a stone dais. Within it, you see a kaleidoscope of bright colors and flashing lights, occasionally blurred by dark, ominous shadows.","כדור הבדולח הצלול והמלוטש מונח על במת אבן. בתוכה, אתה רואה קליידוסקופ (גלילור) של צבעים בהירים ואורות מהבהבים, מטושטשים מדי פעם על ידי צללים כהים ומבשרי רעות.",
36,11,That is impossible. No mere mortal may touch the mystic ball.,זה בלתי אפשרי. אסור לאף בן תמותה לגעת בכדור המיסטי.,
36,12,You see the green countryside of Llewdor out the opening of the cave.,אתה רואה את האזור הכפרי הירוק של לודור מחוץ לפתח המערה.,
36,13,You can't get an oracle!,אתה לא יכול לקחת את האורקל!,
36,14,The Oracle appears to be deep in meditation.,נראה שהאורקל נמצא במצב של מדיטציה עמוקה.,
36,15,DELETE,מחק,
36,16,DELETE,מחק,
36,17,The Oracle is in a deep state of meditation. You are not heard.,האורקל נמצא במצב עמוק של מדיטציה. אינך נשמע.,
36,18,You have entered the cave of the Oracle. You are almost afraid to speak.,נכנסת למערכת האורקל. אתה כמעט וחושש לדבר.,
37,1,You are standing outside a shack that has been built in the branches of the spreading oak tree. A rope ladder leads down toward the ground.,אתה עומד מחוץ לצריף שנבנה בין ענפי עץ האלון המתפשט. סולם חבלים מוביל מטה לעבר הקרקע.,
37,2,There seems to be somebody moving around inside the treehouse.,נראה שמישהו מסתובב בתוך בית העץ.,
37,3,You can see very little of the interior from out here. But there seems to be a figure sleeping in a chair.,אתה יכול לראות מעט מאוד מהפנים מכאן. אבל נראה שיש דמות הישנה על כיסא.,
37,4,The doorway of the treehouse is only a rough opening in the planks.,הכניסה של בית העץ היא רק פתח מחוספס מקרשים.,
37,5,"There is no window, only a hole cut in the side.","אין חלון, רק חור חתוך בצד.",
37,6,The rope ladder drops down through the leaves of the huge tree toward the ground below.,סולם החבלים צונח מטה מבעד לעלי העץ הענק לכיוון האדמה שלמטה.,
37,7,"The tree looks very difficult to climb around on, but you can try if you wish.","העץ נראה קשה מאוד לטיפוס מסביב, אבל אתה יכול לנסות אם תרצה.",
37,8,The thick leaves of the oak tree allow only rare glimpses of the sky above.,העלים העבים של עץ האלון מאפשרים רק הצצות נדירות של השמים שמעל.,
37,9,The thick leaves and massive branches obscure the ground below.,העלים העבים והענפים המאסיביים מסתירים את הקרקע שלמטה.,
37,10,"You can see someone moving about, but can not make out details from here.","אתה יכול לראות מישהו מסתובב, אבל לא יכול לזהות פרטים מכאן.",
37,11,You see no one else around.,אתה לא רואה אף אחד בסביבה.,
37,12,It's hard to tell without entering.,קשה לומר מבלי להיכנס.,
37,13,"On second thought, you decide not to make a storm. You remember how dangerous it is to be in a tree during a storm.","במחשבה שנייה, אתה מחליט שלא לעשות סערה. אתה זוכר כמה מסוכן להיות בתוך עץ בזמן סערה.",
38,1,You have entered the bandits' hideout; one of them is coming after you now!,נכנסת למחבואם של השודדים; אחד מהם רץ לעברך עכשיו!,
38,2,You have entered the bandits' hideout; one of them is sleeping at a small table.,נכנסת למחבואם של השודדים; אחד מהם ישן ליד שולחן קטן.,
38,3,"The hideout is made of rough planks, sparsely furnished with a table, a chair, and a small, wooden bin in the corner.","המחבוא עשוי מקרשים מחוספסים, מרוהט בדלילות עם שולחן, כיסא וארגז עץ קטן בפינה.",
38,4,"The ugly bandit is dressed in dirty clothes. He looks, and smells, as if he hasn't had a bath in months. He has a very threatening look in his eyes!","השודד המכוער לבוש בבגדים מלוכלכים. הוא נראה, ומריח, כאילו שהוא לא התרחץ כבר חודשים. יש לו מבט מאוד מאיים בעיניים!",
38,5,"The scoundrel is fast asleep at the table. He is dressed in dirty, ragged clothes, and emits a very unpleasant odor.","הנבל ישן עמוק ליד השולחן. הוא לבוש בבגדים מלוכלכים ומרופטים, ופולט ריח נורא לא נעים.",
38,6,There is a leather coin purse lying on top of a wobbly table.,יש ארנק מעור עם מטבעות המונח על גבי שולחן מתנדנד.,
38,7,"The wobbly, wooden table is made out of rough planks.",שולחן העץ המתנודד עשוי מקרשים מחוספסים.,
38,8,You very carefully lift the coin purse off the table; practically out from under the sleeping bandit's nose!,אתה מרים את ארנק המטבעות מהשולחן בזהירות רבה; ממש מתחת לאפו של השודד הישן!,
